Date,Close,High,Low,Open,Volume,Ticker,Company,Sector
2021-05-21,759.6873168945312,762.9525070174147,753.4426208553775,755.4833646821797,4161547,HCLTECH.NS,HCL Technologies,IT
2021-05-24,761.4424438476562,766.5034992813909,757.279345729583,760.3812668590155,4191877,HCLTECH.NS,HCL Technologies,IT
2021-05-25,767.8095703125,770.4217328273297,763.3607878586255,765.6872162945572,5032874,HCLTECH.NS,HCL Technologies,IT
2021-05-26,772.0545043945312,774.6258625772531,761.2385577723509,767.3199867810937,5017674,HCLTECH.NS,HCL Technologies,IT
2021-05-27,769.2789306640625,781.1152466717624,765.7688108862537,774.6664752625633,9078274,HCLTECH.NS,HCL Technologies,IT
2021-05-28,769.4013671875,775.2787204394247,765.1974640353985,767.3606229905023,4098094,HCLTECH.NS,HCL Technologies,IT
2021-05-31,771.564697265625,773.727856560806,761.2793150020448,768.585190340448,4171524,HCLTECH.NS,HCL Technologies,IT
2021-06-01,776.0540771484375,777.1152539802697,768.9930835355492,773.8500638374954,2944472,HCLTECH.NS,HCL Technologies,IT
2021-06-02,770.3809814453125,776.0542606242366,765.3607304847635,773.0339490635348,3657189,HCLTECH.NS,HCL Technologies,IT
2021-06-03,766.8707885742188,775.3194487862351,764.8708494941089,771.4012302795442,4164240,HCLTECH.NS,HCL Technologies,IT
2021-06-04,764.5034790039062,770.7481753417898,763.0341533428895,767.4013254120213,3550303,HCLTECH.NS,HCL Technologies,IT
2021-06-07,775.1563110351562,777.0746406105973,764.9525893238529,766.5035749531149,3282517,HCLTECH.NS,HCL Technologies,IT
2021-06-08,789.5232543945312,793.4414739308514,776.6665638447258,777.1155176771302,6385642,HCLTECH.NS,HCL Technologies,IT
2021-06-09,792.8699340820312,804.0532223678613,787.8088784538246,794.9923379637215,5521459,HCLTECH.NS,HCL Technologies,IT
2021-06-10,790.6251831054688,801.3187136230227,788.9925875903791,799.5636535151568,3878256,HCLTECH.NS,HCL Technologies,IT
2021-06-11,802.7062377929688,808.1346368484147,792.2168333953399,796.70647026672,4777035,HCLTECH.NS,HCL Technologies,IT
2021-06-14,803.400146484375,806.8694114510578,796.7064958782046,802.4205793527408,2236373,HCLTECH.NS,HCL Technologies,IT
2021-06-15,804.4205932617188,810.5836310457831,802.5839234028537,804.1348591677357,2559001,HCLTECH.NS,HCL Technologies,IT
2021-06-16,799.4819946289062,804.8695395690895,795.0739670794048,803.2777490749442,3138753,HCLTECH.NS,HCL Technologies,IT
2021-06-17,805.196044921875,807.277594024347,798.7880782923615,799.9717198832907,3609989,HCLTECH.NS,HCL Technologies,IT
2021-06-18,796.09423828125,813.603831851186,791.8902856916136,808.1346279399513,5622783,HCLTECH.NS,HCL Technologies,IT
2021-06-21,801.6043090820312,802.7879506638824,784.6661324899212,790.1761417427763,1639495,HCLTECH.NS,HCL Technologies,IT
2021-06-22,800.0533447265625,806.665385898423,796.9106185543641,801.6859401038826,2529648,HCLTECH.NS,HCL Technologies,IT
2021-06-23,794.1760864257812,804.0532690915693,792.6251007999125,804.0532690915693,2395543,HCLTECH.NS,HCL Technologies,IT
2021-06-24,807.8897705078125,811.8895989819514,791.0740095166057,793.4412925614137,4686567,HCLTECH.NS,HCL Technologies,IT
2021-06-25,812.7466430664062,824.4604925110635,807.5223190263065,812.2160297509982,5196000,HCLTECH.NS,HCL Technologies,IT
2021-06-28,804.298095703125,816.2976815870255,803.4001881825218,816.2976815870255,1844159,HCLTECH.NS,HCL Technologies,IT
2021-06-29,802.9103393554688,811.318244911832,800.3798365987806,805.6449663451587,1895170,HCLTECH.NS,HCL Technologies,IT
2021-06-30,802.8286743164062,809.3182500774334,800.7879303552563,800.7879303552563,2682591,HCLTECH.NS,HCL Technologies,IT
2021-07-01,804.4613037109375,806.5020477589105,796.0126432814706,805.6857501397213,2861509,HCLTECH.NS,HCL Technologies,IT
2021-07-02,803.7674560546875,806.1754941292455,797.7268338533394,802.8694987961889,1646631,HCLTECH.NS,HCL Technologies,IT
2021-07-05,799.7677001953125,812.9509284512277,798.3391791691918,809.522468023966,2598033,HCLTECH.NS,HCL Technologies,IT
2021-07-06,793.4821166992188,801.7675577338977,791.9719859835088,799.9716929484222,2486069,HCLTECH.NS,HCL Technologies,IT
2021-07-07,796.17578125,798.0124507047118,783.8905133063868,791.8086093646024,3014899,HCLTECH.NS,HCL Technologies,IT
2021-07-08,797.3595581054688,801.6043159754087,791.8087438860962,795.890232256643,2555624,HCLTECH.NS,HCL Technologies,IT
2021-07-09,797.4004516601562,799.5636606661413,789.0333995704901,793.4414274298003,3218471,HCLTECH.NS,HCL Technologies,IT
2021-07-12,799.5227661132812,802.4614178081475,795.8902315023659,799.9717198690447,2037878,HCLTECH.NS,HCL Technologies,IT
2021-07-13,790.13525390625,802.4205225421472,786.9108684950456,802.4205225421472,2997764,HCLTECH.NS,HCL Technologies,IT
2021-07-14,807.6857299804688,810.5427717916322,790.2577450386588,790.3802096168507,4371180,HCLTECH.NS,HCL Technologies,IT
2021-07-15,848.7454833984375,859.1532784581443,808.7877033811102,810.5835681795128,12701032,HCLTECH.NS,HCL Technologies,IT
