Date,Close,High,Low,Open,Volume,Ticker,Company,Sector
2021-05-21,822.9778442382812,827.5942421406887,815.7174888635809,819.9981794744571,1534262,TECHM.NS,Tech Mahindra,IT
2021-05-24,825.6637573242188,834.3090013173095,818.4453589694531,822.3902910525793,1830838,TECHM.NS,Tech Mahindra,IT
2021-05-25,833.1759643554688,840.7720275412454,825.7477292121578,830.9936362782413,2719646,TECHM.NS,Tech Mahindra,IT
2021-05-26,845.8919677734375,849.4172273820018,833.4696707414306,835.6939557120705,2013788,TECHM.NS,Tech Mahindra,IT
2021-05-27,855.9641723632812,866.2041934229142,845.1366506832321,845.2205647062738,6393813,TECHM.NS,Tech Mahindra,IT
2021-05-28,861.3779296875,867.043509249391,849.9208483038518,856.1320226857491,1839013,TECHM.NS,Tech Mahindra,IT
2021-05-31,857.5170288085938,866.2042309821411,850.2566724659971,860.3288146867196,1801746,TECHM.NS,Tech Mahindra,IT
2021-06-01,864.9451293945312,866.2041470501274,850.5503403737251,860.0768868092453,1262702,TECHM.NS,Tech Mahindra,IT
2021-06-02,853.572021484375,860.0768948696909,834.3090409273143,856.2998930970649,5252186,TECHM.NS,Tech Mahindra,IT
2021-06-03,851.3897094726562,856.7615387797541,845.22054327819,853.5720375415978,2024676,TECHM.NS,Tech Mahindra,IT
2021-06-04,855.4605712890625,861.9654448515777,848.577930940566,855.7543215942994,2315912,TECHM.NS,Tech Mahindra,IT
2021-06-07,868.2186889648438,872.0376481211833,855.6704680715297,860.2868154078982,1745475,TECHM.NS,Tech Mahindra,IT
2021-06-08,887.8173828125,890.4613406769182,870.4429782048322,872.0796603565941,4517995,TECHM.NS,Tech Mahindra,IT
2021-06-09,883.2008666992188,893.4408357642586,878.1227879455266,887.8172646719873,2163655,TECHM.NS,Tech Mahindra,IT
2021-06-10,893.818603515625,901.4566233144548,886.7680842939678,889.453947588353,3934077,TECHM.NS,Tech Mahindra,IT
2021-06-11,900.6173706054688,908.5072357232881,885.4252434663912,893.8186951961719,4988857,TECHM.NS,Tech Mahindra,IT
2021-06-14,897.4697265625,905.9470913765279,888.0270944148937,900.6172706117021,2757666,TECHM.NS,Tech Mahindra,IT
2021-06-15,895.455322265625,917.4042176818598,891.0907686180332,897.469771048791,3484298,TECHM.NS,Tech Mahindra,IT
2021-06-16,897.3859252929688,904.7721014476181,885.5091704299731,898.0993482085984,1881596,TECHM.NS,Tech Mahindra,IT
2021-06-17,906.70263671875,910.4376818109126,887.2298693970325,889.6638884679004,3161931,TECHM.NS,Tech Mahindra,IT
2021-06-18,898.686767578125,916.2291008549878,885.5090903452605,914.4664966172145,4396398,TECHM.NS,Tech Mahindra,IT
2021-06-21,892.14013671875,898.1414760844355,885.5092883802824,888.8666695684541,1074790,TECHM.NS,Tech Mahindra,IT
2021-06-22,887.3555908203125,899.777939173141,884.4178829965196,890.5871513937789,2437289,TECHM.NS,Tech Mahindra,IT
2021-06-23,886.72607421875,891.6363249341471,871.6178626861237,889.7057902546647,4130539,TECHM.NS,Tech Mahindra,IT
2021-06-24,906.4928588867188,908.423393921706,883.4108647946958,886.8102539991753,3617010,TECHM.NS,Tech Mahindra,IT
2021-06-25,914.466552734375,925.9655404542225,903.9747382238843,912.7039483884378,3200049,TECHM.NS,Tech Mahindra,IT
2021-06-28,927.5602416992188,929.9943629605239,907.4159594690269,915.7254963808047,2143755,TECHM.NS,Tech Mahindra,IT
2021-06-29,913.3333740234375,931.1694570658001,909.0107263472298,930.8336985402381,2956332,TECHM.NS,Tech Mahindra,IT
2021-06-30,919.4605102539062,927.4762966064128,909.2625496838511,913.3752585340903,1917370,TECHM.NS,Tech Mahindra,IT
2021-07-01,910.8153686523438,922.7340282574432,907.3320659462026,919.9222426244571,1459518,TECHM.NS,Tech Mahindra,IT
2021-07-02,914.3825073242188,921.1811816583029,902.2959182530074,912.3680587358317,1669409,TECHM.NS,Tech Mahindra,IT
2021-07-05,902.0022583007812,919.0409028482198,899.1064561465377,917.4042208395198,2597359,TECHM.NS,Tech Mahindra,IT
2021-07-06,880.9346923828125,902.0022339415046,879.4238302162594,902.0022339415046,3865594,TECHM.NS,Tech Mahindra,IT
2021-07-07,877.8709716796875,889.2860433918576,864.6092794590537,880.934601476257,3713891,TECHM.NS,Tech Mahindra,IT
2021-07-08,889.831787109375,892.5596588647936,877.1156875115216,880.4730681335753,2171947,TECHM.NS,Tech Mahindra,IT
2021-07-09,882.7813110351562,897.092187629124,880.4731117431699,885.6770109814506,1889035,TECHM.NS,Tech Mahindra,IT
2021-07-12,886.8521118164062,888.6147162326318,878.0389872761484,887.1878703859564,3224820,TECHM.NS,Tech Mahindra,IT
2021-07-13,881.4383544921875,891.3845743068937,879.6337418772359,891.3845743068937,1908081,TECHM.NS,Tech Mahindra,IT
2021-07-14,905.2337036132812,906.4927212817281,879.6336776881955,884.6697483619829,3173326,TECHM.NS,Tech Mahindra,IT
2021-07-15,933.7295532226562,939.8148060951411,903.4712193804705,904.8141512467095,5922995,TECHM.NS,Tech Mahindra,IT
2021-07-16,925.9237060546875,938.6398067135608,909.052887513007,933.687649391003,2323939,TECHM.NS,Tech Mahindra,IT
2021-07-19,918.411376953125,932.050734969459,911.6127020644994,913.2074782628486,1409001,TECHM.NS,Tech Mahindra,IT
2021-07-20,912.535888671875,925.12606430178,910.6054565507565,919.8801577893196,1230858,TECHM.NS,Tech Mahindra,IT
2021-07-22,964.0719604492188,967.345427507014,906.4928951909546,906.4928951909546,7309727,TECHM.NS,Tech Mahindra,IT
2021-07-23,974.759033203125,983.8085202487773,961.0555032068759,968.6829069610932,2840803,TECHM.NS,Tech Mahindra,IT
2021-07-26,965.4508056640625,981.2659434416597,962.305116222921,974.7588901996997,984581,TECHM.NS,Tech Mahindra,IT
2021-07-27,966.0108032226562,971.9144928884992,951.5316926414989,965.450576055756,1397105,TECHM.NS,Tech Mahindra,IT
